donor_id,name,email,contact_number,city,blood_group,availability,months_since_first_donation,number_of_donation,pints_donated,created_at
ebd0fc1322,Edward Johnson,williamsnicholas@yahoo.com,+61 411191577,Hobart,AB+,No,30,25,25,2024-01-28
3654f956e7,Steve Perez,dparker@richardson-randall.com,+61 482997405,Perth,O-,Yes,80,38,38,2017-09-24
918d1638d7,Mr. Jorge Richmond,kevinwilliams@yahoo.com,+61 420370093,Adelaide,AB+,Yes,38,1,2,2025-04-20
e825a93f3d,Tiffany Zuniga,nmccarthy@griffin.org,+61 484040586,Adelaide,AB+,No,44,24,48,2024-11-10
1f66173ba5,Kimberly George,tammy13@peterson.com,+61 432569417,Darwin,B-,No,82,20,40,2015-08-14
620aa45f9d,Richard Day,jonathanmendez@hotmail.com,+61 428305897,Melbourne,O-,No,41,29,29,2020-10-13
fcd52c3325,Jean Carter,katherine57@ford-houston.com,+61 472737738,Sydney,O+,No,41,36,36,2024-10-21
005fb680db,Nathan Miller,chadduran@yahoo.com,+61 488474915,Melbourne,A-,Yes,63,20,20,2021-11-29
b566fa26aa,Jessica Gilbert,annwilliams@hotmail.com,+61 435199225,Brisbane,O-,No,90,40,80,2018-04-05
616c7cb68c,John Cook,teresa42@bartlett.com,+61 412382989,Melbourne,O-,No,90,8,16,2017-11-12
f7f0726f32,Timothy Sweeney,richardsonluke@hotmail.com,+61 417378590,Melbourne,A-,Yes,3,33,66,2019-02-07
fbcadc25ec,Tom Davis,davidflowers@kim.com,+61 452258230,Melbourne,A+,Yes,92,7,7,2025-03-30
4540975fa7,James Huff MD,james77@gonzalez.com,+61 467937089,Adelaide,AB+,Yes,60,10,20,2017-02-09
3dab31fdf2,Alicia Davis,mitchellshannon@hamilton.com,+61 479376714,Canberra,B-,Yes,54,5,5,2022-01-17
fc3883a9ae,Sheila Rangel,morrispeter@flores.com,+61 434537355,Adelaide,A-,No,32,11,11,2021-01-02
e3ac928a86,James Bowen,vwilson@yahoo.com,+61 470263312,Brisbane,A-,Yes,53,2,2,2025-06-22
66d3b155bc,Cameron Smith,jamie82@shaffer.info,+61 458045667,Canberra,B-,Yes,45,30,30,2022-05-12
297caffe31,Elizabeth Martin,malloryjones@yahoo.com,+61 429017951,Adelaide,AB+,No,37,13,26,2022-03-18
3ccf706a34,Ronald Mckinney,plopez@powers.info,+61 427016448,Brisbane,AB-,Yes,10,16,32,2017-06-25
0fc0e1d3f2,Amy Mullins,cindy76@ashley-pacheco.com,+61 480387787,Perth,O-,No,119,5,10,2016-08-05
62efcad6f7,Julie Wheeler,jackpalmer@saunders-patel.biz,+61 427006812,Canberra,O+,Yes,104,32,64,2024-01-13
2eea4e35de,Jennifer House,kaitlinsteele@banks.net,+61 461391310,Melbourne,A+,Yes,86,37,74,2021-01-29
3d3e1237af,Adam Nunez,laurenhoward@hotmail.com,+61 479566704,Brisbane,O-,No,51,29,29,2017-01-28
50debb3b06,William Avery,christopher87@richmond.net,+61 442009687,Canberra,AB-,Yes,110,22,22,2020-07-13
b4ffe1e931,Terry Jacobs,jsmith@estes-gonzalez.com,+61 473034709,Sydney,O-,Yes,78,19,19,2024-01-08
82e722a36f,Dustin Rose,shahholly@singh.biz,+61 433867372,Darwin,B+,No,99,16,16,2023-02-20
9046959ecb,Bridget Lutz,holderrichard@gmail.com,+61 463029082,Melbourne,AB-,No,60,40,80,2023-11-23
df52d5e661,Kristen Lyons,jacquelinerodriguez@yahoo.com,+61 472595271,Melbourne,A-,No,72,13,26,2019-08-10
a718898296,Thomas Gregory,melinda10@marsh.com,+61 470139994,Darwin,AB+,No,8,12,24,2021-04-14
1d5f6f15a1,Charles Morrow,wgomez@gmail.com,+61 466033457,Sydney,O+,Yes,27,6,12,2022-10-09
edd08d2470,Susan Snyder,megan55@gmail.com,+61 446669634,Sydney,A-,Yes,86,19,38,2025-06-01
03c4ca2c84,Sara Spencer,cmolina@powell.com,+61 462830510,Darwin,AB-,No,1,28,28,2025-03-24
6f02dfeee5,Gregory Murray,qharrell@coleman.info,+61 441943616,Melbourne,B+,Yes,4,9,9,2019-12-06
b8edec6647,Carrie Lawson,raymondturner@sellers-dickerson.com,+61 490734747,Melbourne,A-,No,30,29,58,2021-11-20
baddb85d7b,Haley Smith,julie31@christensen.org,+61 484944705,Canberra,AB+,No,45,23,23,2024-12-05
636e9c866e,Cheryl Williams,ruizpatricia@hotmail.com,+61 465142433,Canberra,AB-,Yes,70,1,1,2019-08-20
c9a810c883,Raymond Serrano,stephanie63@gmail.com,+61 424038989,Adelaide,AB+,Yes,93,39,78,2019-09-02
b08fb74d1f,James Garrison,suzanne94@jackson.com,+61 436455411,Perth,A+,Yes,79,9,18,2023-11-05
a0876f85af,Susan Miller,changteresa@walker-green.com,+61 425679272,Brisbane,O-,No,108,16,32,2017-07-05
d26fefac4d,Angel Avery,wgraham@gmail.com,+61 455599414,Adelaide,B-,No,95,42,84,2019-04-13
ff29b38eca,Charles Castro,haley84@white.info,+61 443381859,Perth,O-,Yes,68,37,37,2017-10-19
c4ffe827ad,Luis Sanford,rodney04@yahoo.com,+61 419906162,Darwin,B-,Yes,109,36,36,2018-02-28
9e6da66876,Tara Rodriguez,caseyhaney@carter-strickland.com,+61 444569214,Sydney,AB-,Yes,11,35,35,2020-12-25
03efe30d6a,Heather Carter,nguyentimothy@gmail.com,+61 412135964,Brisbane,O-,No,77,24,24,2015-12-04
63aadb82a1,Tara Hogan,billy07@ballard-jones.biz,+61 488758463,Canberra,O+,No,5,31,62,2022-09-09
d92e4274a7,Lindsey Bradshaw,nball@gmail.com,+61 454962205,Darwin,O-,No,4,46,92,2024-10-18
66de620bce,John Payne,debra14@hotmail.com,+61 462736575,Darwin,AB-,No,41,16,16,2024-09-22
3e34d0da00,Andrew Morrison,nancypowers@hamilton.com,+61 433962390,Hobart,O+,No,90,33,33,2020-06-06
8b311d53e9,Diana Massey,roseamy@carroll-navarro.com,+61 493703348,Perth,AB-,Yes,25,26,26,2020-07-19
41eda2e4d8,Kaylee Camacho,nhodge@hotmail.com,+61 436664547,Adelaide,O-,Yes,86,33,33,2024-05-05
771c255298,Jonathon Harrison,rebekahchen@yahoo.com,+61 454784870,Canberra,O+,Yes,1,41,82,2019-09-06
7229cc4c8a,Luke Snow,jennifergibson@reid.com,+61 459855606,Melbourne,O+,No,43,38,76,2023-10-03
eefa1c460f,Travis Ortiz,nicholas75@park.org,+61 411828406,Brisbane,B+,Yes,48,35,35,2015-09-07
ae46fffd86,Crystal Vega,barbarajohnson@yahoo.com,+61 459710359,Canberra,AB+,Yes,12,36,36,2019-04-16
91761590ee,April Park,waltonaaron@brown.com,+61 446116466,Sydney,O+,No,15,39,39,2021-10-06
c4c934a30e,David King,padillamichael@hotmail.com,+61 450022879,Canberra,A-,No,56,47,94,2021-01-26
495ae5b8a8,Monica Miller,dconway@hotmail.com,+61 438266009,Hobart,B+,No,18,43,86,2016-06-14
e87baaedea,Roberto Walker,nicole68@gmail.com,+61 449265191,Adelaide,AB+,Yes,92,25,25,2023-09-30
7f54420687,Geoffrey Burke,samuel07@garcia.com,+61 417645627,Hobart,B+,No,48,14,14,2020-01-10
d738d05c51,Christopher Burton,gsharp@fleming-coleman.com,+61 438602390,Sydney,AB+,No,25,7,7,2015-10-23
9c4743bdb7,Dr. Jordan Kelly,collinsveronica@miller-walker.com,+61 477328859,Canberra,A+,No,5,6,12,2018-10-14
b43ddef577,Kaylee Aguirre,catherine89@gmail.com,+61 413431590,Brisbane,B-,No,29,42,42,2024-11-10
30547560be,Tara Good,bradcastro@watson.biz,+61 453092836,Melbourne,B-,Yes,34,42,42,2020-09-09
3b186a418b,Michael Wolf,kimberlysheppard@yahoo.com,+61 432876245,Hobart,A-,No,52,2,2,2021-07-13
35b41026b4,Timothy Wright,ulewis@sanchez-lane.org,+61 438295022,Brisbane,AB-,No,81,25,25,2021-01-19
c964101e7f,Dana Cobb,rebecca74@king.com,+61 447545817,Melbourne,A+,No,118,23,46,2016-04-12
9a9c0bb91c,Jason Stewart,matthewrush@gmail.com,+61 414245396,Hobart,A-,No,39,0,0,2016-06-17
eefac49e56,Cynthia Ramirez,wendygill@wilson.info,+61 478930011,Melbourne,O+,No,56,23,23,2024-06-01
594772bcf3,Michael Reyes,jenny35@yahoo.com,+61 429061548,Melbourne,AB+,Yes,44,19,38,2019-05-12
9d1242d929,John Adams DDS,matthew99@hotmail.com,+61 492781464,Darwin,A+,No,5,28,56,2018-03-25
cdf45f496b,Timothy Garcia,jamesteresa@gmail.com,+61 425709824,Melbourne,B-,No,89,27,54,2016-11-02
ffaebc6afe,Ian Osborne,patriciaharrison@hotmail.com,+61 483276767,Sydney,A+,Yes,63,10,20,2016-05-06
3cec4f013e,Frank Foster,oharris@gmail.com,+61 428269997,Canberra,A-,No,24,19,19,2022-11-24
2542ed6def,Jason Cox IV,heather99@yahoo.com,+61 438857242,Canberra,AB-,No,83,43,86,2023-08-11
a262239cae,Kevin Sanchez,amandamendez@hotmail.com,+61 479084864,Sydney,B+,No,120,38,38,2017-03-10
d2dc07a277,Jill Nielsen,tamarabrown@jones-baldwin.com,+61 451773261,Brisbane,O-,No,19,17,17,2016-12-02
121d063054,Jack Cook,alexford@barker.com,+61 411919667,Sydney,O+,No,25,22,44,2024-01-05
df8676be23,Michael Flores,wlee@gmail.com,+61 465571567,Brisbane,O-,Yes,73,31,31,2021-02-09
90ffd0b38f,Devin Sullivan,kiaraturner@gmail.com,+61 412650980,Hobart,B+,Yes,17,37,37,2020-08-23
eb0f12604e,Kathryn Taylor MD,jessica77@evans.info,+61 416289206,Perth,A+,No,109,27,27,2019-02-16
6324f7ddcf,Curtis Norris,eileen61@gmail.com,+61 476345224,Hobart,A+,Yes,83,10,10,2025-03-18
bc20c3ef09,Valerie Franklin,nwilliams@howell-brown.com,+61 456916961,Melbourne,O-,No,47,3,3,2016-09-08
2a518d1df4,Ashley Case,markrichardson@meza.com,+61 410340199,Canberra,A+,Yes,76,4,8,2018-09-17
fa7440ccd7,Adam Morrow,keith97@gmail.com,+61 412724825,Sydney,O+,No,30,50,100,2016-08-11
59dbd9e9f9,Brenda Wu,christineconner@hotmail.com,+61 462724578,Sydney,B-,No,44,48,48,2023-04-18
be93777f66,Breanna Allen,jason06@gmail.com,+61 458260277,Darwin,O-,No,61,9,18,2016-04-07
7ebcd5129d,James Perry,april56@yahoo.com,+61 499937455,Canberra,O-,Yes,120,44,88,2021-01-26
fc9042bb45,Steven Harding,logan44@williams.net,+61 474422289,Perth,A+,Yes,119,27,27,2021-09-11
15e3b4c6d4,Kevin Stevenson,andersontyler@hotmail.com,+61 426998006,Darwin,B-,No,56,0,0,2023-04-12
f91358a341,Kim Jackson,allison44@tucker.com,+61 456594058,Canberra,AB-,No,120,30,60,2022-10-07
776f48071e,Jennifer Harrington,imills@gmail.com,+61 485430149,Perth,A+,Yes,70,39,78,2021-04-25
2ef358ddd7,Danielle Williams,mackenziehall@leon.net,+61 464125650,Melbourne,A-,Yes,83,45,90,2021-01-11
4295ff0815,Lindsey Davis,shannonlee@gmail.com,+61 436004139,Adelaide,A-,No,86,22,44,2018-07-26
52bb60d409,Nicole Giles,gpierce@yahoo.com,+61 462294040,Brisbane,AB-,Yes,10,37,74,2021-09-28
c732b429a8,Patricia Murphy,rodriguezgrant@gmail.com,+61 435672761,Adelaide,B+,Yes,101,18,18,2018-01-15
9fc3bd7eb5,Jennifer Cook,thomasjacob@gmail.com,+61 416422599,Melbourne,B-,No,0,36,72,2020-09-26
3840933b9a,Gregory Walker,pricesandra@yahoo.com,+61 489490822,Melbourne,B-,Yes,66,1,1,2018-12-18
41f059258d,Sarah Wood,jennifer13@yahoo.com,+61 479174187,Hobart,B-,No,16,43,86,2021-03-01
3dcbf5315b,Beth Dennis,garciaterri@hall.net,+61 438048851,Darwin,O-,Yes,8,9,18,2021-11-21
1503605909,Stephen Malone,tylermartinez@yahoo.com,+61 449257674,Perth,AB-,No,113,17,34,2017-03-03
95d3fa07ef,James Harper,dspencer@mayer-davis.org,+61 455868935,Adelaide,A+,No,68,49,49,2022-10-28
842480899a,Angela Young,andersonpamela@gmail.com,+61 436138597,Melbourne,O+,Yes,17,47,47,2019-05-17
754a6f93a3,Alexis Blake,ojackson@smith.biz,+61 467177946,Brisbane,A+,No,72,7,14,2023-09-23
8d2e8f9ee7,Jennifer Jones,emily01@cantrell.net,+61 454945872,Perth,A-,Yes,83,13,13,2020-01-14
743f3574e5,Jessica Nichols,gwilliams@yahoo.com,+61 452980464,Darwin,AB+,No,22,47,47,2019-08-11
9bfd976795,Rachel Cole,kpotter@hotmail.com,+61 431857339,Hobart,O+,Yes,25,6,12,2017-06-13
d7c8607bc3,Caroline Webb,wgutierrez@diaz.com,+61 489652506,Canberra,A-,Yes,81,44,44,2016-11-07
2fede52999,Richard Scott,angelamartinez@yahoo.com,+61 457334628,Perth,AB+,No,106,10,10,2021-01-01
bd9ed6428a,Dawn Bowen,henry75@yahoo.com,+61 459552361,Darwin,B-,Yes,11,38,76,2024-04-12
8ffc0f3190,Lauren Ryan,cblackwell@gmail.com,+61 440723730,Brisbane,AB+,No,11,29,29,2018-04-21
a3e7646a53,Michael Guerrero,stricklanddaniel@hotmail.com,+61 496020325,Perth,B+,No,41,5,10,2024-06-03
bb0151eedb,Paul Cunningham,angela43@hotmail.com,+61 463601409,Darwin,B-,No,29,3,6,2019-09-19
74104a5967,Debra Allen,paula19@manning.com,+61 430367299,Melbourne,A-,Yes,29,10,20,2023-12-07
b464d501eb,Rachel Wright,nathancampos@gmail.com,+61 498724460,Melbourne,B+,Yes,107,3,6,2019-11-06
31e7bb0346,Ashley Walker,steve04@hotmail.com,+61 447875150,Darwin,O+,Yes,71,13,13,2019-09-14
f53b4c52e2,Lisa Sampson,rfowler@jenkins.org,+61 467422417,Darwin,B-,Yes,32,27,27,2024-07-24
10ffa33726,Laurie Dickson,gabrielle41@santos-clark.com,+61 417231201,Adelaide,O-,Yes,113,49,98,2023-01-28
b4c6a5da18,Anthony Luna,fosterterri@hotmail.com,+61 435069548,Darwin,O+,Yes,1,35,35,2019-03-12
8ada1c4502,James Mcfarland,sandersjeffrey@hotmail.com,+61 489231001,Perth,A-,No,98,16,32,2023-08-24
e1e520dd83,Rachel Burgess,sjennings@gmail.com,+61 462323512,Adelaide,AB-,No,42,31,62,2021-11-04
012198ceeb,Elizabeth Phillips,rmiller@taylor-shelton.com,+61 457445222,Canberra,O-,Yes,60,29,29,2016-02-22
991063a8eb,Alexander Sosa,rodriguezholly@wade.org,+61 410950724,Melbourne,AB-,No,85,48,96,2019-06-03
4e6d098130,Sandra Jordan,lmiles@hotmail.com,+61 453946129,Hobart,AB-,Yes,5,23,23,2020-08-20
5bf9943d8e,Alex Cain,julielindsey@martin-dominguez.com,+61 444170217,Brisbane,B-,No,43,48,96,2019-11-03
7bbec105de,Janet Nelson,mckaybilly@bullock.com,+61 428278954,Melbourne,A+,No,65,44,44,2023-06-08
f696a62aa2,Margaret Martinez,dennishenderson@williams-obrien.net,+61 459554767,Sydney,O+,Yes,49,8,16,2019-11-19
53d1a2fa85,Andrew Hardin,reneewalker@yahoo.com,+61 498612242,Brisbane,B+,Yes,17,7,7,2021-08-09
54a243158a,James Yoder,omar03@mccarthy-vazquez.com,+61 438804206,Adelaide,A+,Yes,3,30,60,2023-08-24
aae426d999,Anthony Estes,shellyhawkins@myers.biz,+61 498391221,Melbourne,B+,Yes,57,23,23,2018-08-14
f320ccdda1,Julie Sanford,sierra42@mendoza.com,+61 418649410,Hobart,B+,Yes,112,35,70,2023-05-01
3ee1ca47f4,Jason Young,perezmichael@hotmail.com,+61 495212102,Darwin,AB-,No,12,26,52,2016-01-14
18d8ab1a00,Mary Graham,zcole@becker.com,+61 486475495,Sydney,AB-,No,40,34,68,2022-10-12
e299805c4b,Anthony Tucker,sara82@hotmail.com,+61 433554439,Adelaide,AB+,Yes,101,39,78,2015-09-05
11d63385c1,Brian Conley,dixonjames@gmail.com,+61 451165210,Canberra,B+,No,2,11,11,2022-03-15
4c8880b5d0,Amy Murphy,millerjohn@yahoo.com,+61 413039413,Sydney,O+,Yes,6,28,28,2017-10-08
b81e73dba4,Linda Carlson,rthompson@hotmail.com,+61 470925527,Sydney,B+,No,92,15,15,2022-02-27
805aad1eac,Emily Dixon DDS,heatherbonilla@hotmail.com,+61 479809411,Hobart,O+,No,59,31,31,2016-05-14
aa16c13b15,Erica Sanchez,heatheradams@hotmail.com,+61 446433469,Sydney,A-,Yes,50,11,11,2022-08-05
c2ab36d08d,Teresa Singh,dwayne28@hotmail.com,+61 436541143,Brisbane,AB-,No,53,41,82,2019-12-26
6207065881,Joseph Walter,jamieryan@gmail.com,+61 461497891,Brisbane,O+,Yes,17,8,8,2019-07-08
0f10d60489,Julia Ford,cassandrasandoval@gmail.com,+61 425996383,Perth,A-,No,83,14,14,2019-12-31
154d3d6383,Ralph Dennis,yromero@mora-patrick.biz,+61 429192155,Hobart,A-,No,71,41,41,2025-01-12
ce2cffbdc2,Michael Ellison,danajames@gmail.com,+61 456113998,Hobart,AB-,No,90,7,14,2022-10-23
b007b48bb7,Dustin Mcbride,coreyquinn@yahoo.com,+61 492632421,Adelaide,AB+,Yes,4,39,78,2016-07-08
2fd5c8f8d5,Alexis Allen,ihorton@hotmail.com,+61 470920778,Darwin,A+,No,54,25,50,2016-07-21
fa1e7ad320,Alicia Hall,robert50@yahoo.com,+61 439459365,Sydney,A+,Yes,61,8,16,2022-02-17
c5d858ac9a,Danielle Reed,carlos00@walton.com,+61 449860115,Perth,A+,Yes,69,26,26,2020-04-25
bcb0605d75,Thomas Shaw MD,amy32@hotmail.com,+61 421901861,Canberra,O+,No,44,28,56,2024-07-25
e8bfd4b4bc,Christina Young,vherman@hotmail.com,+61 452766522,Melbourne,A-,No,66,6,12,2018-12-13
e9a1515a34,Nicole Williams,rebeccakane@mayo-sawyer.com,+61 418674912,Adelaide,B-,No,51,39,39,2022-05-10
51aa129fb2,Ruben Walker,donald75@hotmail.com,+61 421521279,Canberra,B+,Yes,5,44,44,2018-12-30
507434c5d8,Karen Bishop,brittneyingram@gmail.com,+61 459813999,Sydney,AB+,Yes,0,28,28,2021-11-07
882e515e86,Brianna Frazier,danny21@gmail.com,+61 423777839,Sydney,B-,Yes,94,26,26,2022-10-16
bb3a5cafac,Jesse Thompson,qvargas@patterson.com,+61 433234454,Canberra,A+,Yes,81,28,28,2022-02-28
5bb5fe8ae5,Caleb Allen,adamjones@ramirez.com,+61 499838098,Brisbane,A+,No,46,20,40,2018-11-18
5324c8b8a2,Amanda Ortiz,hwilliams@gmail.com,+61 486253061,Sydney,AB-,No,88,50,100,2016-05-03
b74076d3bc,Ronald George,aalexander@yahoo.com,+61 452968226,Brisbane,A+,Yes,11,40,40,2016-04-18
d5209ec986,John Smith,brett48@hoffman.com,+61 496059465,Adelaide,A-,Yes,55,21,21,2024-06-17
c92a871631,Beverly Andrews,aibarra@hotmail.com,+61 444417777,Darwin,B-,Yes,55,43,43,2022-12-23
5d4e0b46ae,Victoria Poole,tromero@hotmail.com,+61 418699281,Brisbane,A+,Yes,38,45,45,2018-02-28
f74c428604,David Hendricks,ramoscaleb@yahoo.com,+61 420179720,Brisbane,AB+,No,79,37,74,2019-07-11
67bf94f1fc,Sharon Leon,gibsonkimberly@gmail.com,+61 483370260,Adelaide,AB-,No,115,36,72,2015-11-18
50ea3a1659,Bryan Maldonado,brandoncarroll@white-cowan.org,+61 452292655,Hobart,A-,Yes,47,16,32,2019-08-30
006b30bbb5,Raymond Gonzalez,williamcampos@allen-baldwin.com,+61 425737147,Hobart,A+,Yes,53,23,23,2021-03-05
8524dc862d,Deanna Juarez,ericaharrell@hotmail.com,+61 492413782,Brisbane,A+,No,11,20,20,2015-09-28
eebb73f9a4,Timothy Johnson,hicksjennifer@hotmail.com,+61 430258356,Brisbane,A+,Yes,35,37,74,2016-04-12
6681842aa1,Thomas Carter,estesdiamond@alvarez.com,+61 474997767,Sydney,O+,Yes,29,31,31,2021-01-18
d45be431a0,Sierra Jimenez,stephanie06@harrison.com,+61 419124428,Perth,B-,No,30,27,27,2024-04-25
fd8ee5f111,Brianna James,acoffey@yahoo.com,+61 474645611,Brisbane,AB+,No,110,21,21,2023-06-05
1706062b49,Ryan Bailey,garzadavid@ponce.com,+61 411765745,Hobart,AB+,Yes,17,29,29,2018-06-16
d9776709b6,Amy Campbell,sphelps@wilson.com,+61 426845256,Melbourne,B+,Yes,16,33,66,2016-01-12
937c95020b,Mr. Jonathan Ford,leemaria@reyes-king.com,+61 448511063,Perth,AB+,No,46,24,48,2024-12-02
9ea7f17797,Michelle Payne,hobbscrystal@gmail.com,+61 419868539,Brisbane,B+,Yes,109,31,62,2021-07-31
a08244a8ea,Courtney Allen,amandasanchez@hotmail.com,+61 462005873,Canberra,O-,Yes,82,27,27,2020-05-18
be6a21ce59,Kenneth Chapman,amydavis@yahoo.com,+61 413553737,Melbourne,O+,Yes,28,14,28,2015-09-17
ca70edb5bc,Thomas Cox,moorezachary@gmail.com,+61 473024292,Melbourne,O-,No,85,50,100,2020-01-19
e6681c26e9,Lauren Humphrey,lperez@solis-hall.com,+61 483413534,Hobart,O+,Yes,112,38,38,2017-03-09
72f2e5d087,Benjamin Blackburn,khanadam@hawkins-arroyo.org,+61 493816946,Adelaide,B-,Yes,44,49,98,2024-09-27
84a31f7f68,Mrs. Sophia Ortiz MD,caitlinbarnes@ray.net,+61 469531369,Perth,B+,Yes,109,47,47,2021-11-24
1c87333572,Victor Ashley,destrada@richards.com,+61 419962917,Sydney,AB+,Yes,3,35,70,2025-01-13
18b3008a65,John Thompson,brownbrian@yahoo.com,+61 492963362,Adelaide,O+,Yes,61,7,7,2020-04-17
5ba24538c9,Melody Garcia,jackie48@moore.com,+61 413713141,Melbourne,B-,No,15,19,19,2021-11-12
d0adbd2cfb,Jason Watkins,veronica63@williams.com,+61 439292949,Melbourne,B-,Yes,80,6,12,2021-01-15
bd16300fbc,Jason Hansen,karenlopez@boyd-sanchez.com,+61 485329901,Darwin,B+,Yes,71,16,32,2016-10-03
207aace15a,Mike King,ballen@tyler.info,+61 492426984,Brisbane,O-,No,43,37,74,2024-08-08
a569932d02,Joel Frey,matthew27@mcguire-adams.com,+61 469835458,Darwin,O-,Yes,97,16,16,2018-10-21
ca87f4f305,John Carter,farmerjessica@gmail.com,+61 468722216,Adelaide,O+,No,108,12,12,2019-07-28
cda6605ab7,Sandra Ramos,angelapace@lloyd-ray.biz,+61 473363147,Brisbane,B-,Yes,77,44,44,2019-08-29
8ed3902078,Robert Zimmerman,tball@clark-stafford.com,+61 452602256,Adelaide,A-,No,104,39,39,2024-05-21
9c624814d7,Thomas Boone,yyork@yahoo.com,+61 424061315,Brisbane,A-,No,86,23,46,2017-05-18
bd71f15077,Barbara Bartlett,kgonzalez@thomas.com,+61 438064534,Brisbane,O-,Yes,68,48,48,2022-02-17
23adf8ed8f,Mark Ashley,rosekristie@hotmail.com,+61 426990682,Melbourne,AB+,Yes,50,0,0,2022-03-17
377a815a1b,William Mayer,benjaminkeller@gordon.com,+61 450925580,Sydney,O+,No,39,49,49,2025-04-08
0dcb1f67b9,David Sanders,jim36@yahoo.com,+61 467227984,Sydney,AB+,Yes,64,29,29,2017-06-25
5993d0b978,Jason Mosley,wstanley@shannon.com,+61 427007347,Hobart,B+,No,79,43,43,2024-05-25
6ad2c31cdf,Jason Hudson,ujacobs@gutierrez-mitchell.com,+61 446336442,Canberra,B-,Yes,87,48,48,2017-06-26
aee40fc6cf,Bianca Curtis,fergusonsarah@turner.com,+61 481011926,Darwin,AB-,No,43,43,43,2021-09-16
9e9add0e44,Sandra Blake,lesterscott@hotmail.com,+61 486264092,Adelaide,O+,No,113,5,5,2017-12-19
e7b343817d,Justin Knox,randy98@barton.com,+61 457285788,Darwin,B+,No,19,13,13,2020-06-27
700f85e5f3,Kristi Bright,scott32@hotmail.com,+61 444155628,Adelaide,AB+,No,44,30,60,2019-04-10
c4f3d6145c,Jennifer Bennett,shannon07@jones-irwin.com,+61 458936040,Hobart,AB-,Yes,118,4,4,2023-07-20
e471d69bb0,Thomas Sparks,amanda14@deleon.com,+61 478056995,Hobart,B+,Yes,43,42,84,2015-10-30
8152d14d8c,Benjamin Williams,tracy65@yahoo.com,+61 482107011,Adelaide,A-,No,3,37,74,2022-10-27
d1c9fe604c,Karen Stewart,hayestravis@paul.com,+61 467912037,Adelaide,A-,No,93,48,48,2017-03-03
2b7de53eb2,Julie Lam,xmcclain@gonzales-rodriguez.biz,+61 489559211,Hobart,A-,Yes,0,12,12,2024-03-17
f647fb023c,Steven Richardson,joseph05@yahoo.com,+61 437886639,Adelaide,AB-,No,94,44,44,2020-10-01
cca010902f,Dana Payne,richardwalsh@edwards.com,+61 468217891,Brisbane,O-,No,40,43,43,2016-03-15
6cd59c8e86,Stephanie Baldwin,jonathan30@hotmail.com,+61 465458014,Darwin,B+,Yes,77,48,96,2025-01-23
073a37c298,Jessica Snyder,james91@hotmail.com,+61 485230852,Melbourne,A-,Yes,101,23,46,2016-10-07
d5e590c00c,Joshua Brown,arthur74@spears-hammond.org,+61 491664246,Darwin,B+,No,58,24,24,2019-06-26
46caf7e63f,Laura Hernandez,johnsondanielle@hotmail.com,+61 426030540,Melbourne,AB+,No,31,8,16,2019-12-12
30f685837a,Mr. Chase Brown,middletonjames@anderson.com,+61 463042120,Melbourne,B-,Yes,0,8,8,2023-11-24
5e59ffc9f3,Dr. Katie Phillips MD,moranbridget@gmail.com,+61 448689906,Adelaide,AB+,No,119,14,14,2018-05-14
da5bf87af0,Benjamin Tyler,alicia30@palmer.biz,+61 412441545,Brisbane,O+,Yes,7,21,21,2024-08-04
3e69b3c926,Jeffrey Holmes,ysosa@gmail.com,+61 427282635,Adelaide,A+,No,58,36,36,2024-10-01
d15dec0418,Sue Hansen,jeremiahcurtis@yahoo.com,+61 480483447,Adelaide,AB+,No,39,16,32,2017-06-19
489ad3b81d,Brett White,michele14@hernandez.com,+61 494234770,Hobart,A-,Yes,16,15,15,2019-03-03
18b8a35096,Jessica Valenzuela,jimenezjeffrey@hotmail.com,+61 464261575,Brisbane,AB+,No,25,17,34,2015-12-20
16fb7c6720,Erin Walker,hhoward@horton.com,+61 467957490,Perth,A-,No,59,5,5,2019-06-21
7e7228e6ed,Candice Holmes,ibrown@hotmail.com,+61 489648312,Perth,B-,No,116,28,56,2017-09-10
ce1c9d0784,Jacob Oneal,dustinjensen@yahoo.com,+61 457312076,Perth,B-,Yes,97,31,31,2019-09-27
20e726b767,Megan Nguyen,amberbender@hotmail.com,+61 482394132,Sydney,AB+,Yes,115,29,58,2023-07-03
a53669a076,Brian Gonzalez,ltaylor@yahoo.com,+61 461574456,Hobart,A+,No,41,18,18,2023-04-11
0227188278,Vickie Peterson,laurareid@hotmail.com,+61 495177197,Darwin,A-,Yes,40,22,44,2022-09-25
a3ed21404c,Katie Rivera,gary29@yahoo.com,+61 473145821,Canberra,O-,No,105,1,1,2024-07-30
40528c85a8,Rebecca Fox,floresderek@camacho.info,+61 490222063,Hobart,AB+,No,114,43,86,2024-07-10
a918529760,Donald Cruz DVM,brian15@hatfield.info,+61 412764145,Melbourne,AB+,Yes,95,15,15,2023-02-24
fb0ae640a9,Alex Gonzalez,wmaxwell@thompson.org,+61 415246753,Hobart,AB-,No,0,22,22,2021-01-09
db492f4859,Michael Molina,delgadoshannon@russell-huang.net,+61 411181795,Perth,AB+,Yes,73,19,19,2021-02-02
48b40c73bd,Jessica Patterson,qgarcia@yahoo.com,+61 481110757,Melbourne,AB+,No,54,45,90,2019-10-25
541e4261f9,Kevin Smith,dgray@yahoo.com,+61 456065853,Darwin,A-,No,64,4,8,2019-12-28
